ID,name,normalized_name,price,approximation,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
251374,Sedita Horalky Peanut Butter 50 g,sedita horalky peanut butter 50 g,0.6,0,737,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251375,Sedita Mila Mini 180 g,sedita mila mini 180 g,3.39,0,118,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251376,WAFLE TOFFE 220 G,wafle toffe 220 g,2.99,0,17,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251377,KIT KAT Pops milk 40 g,kit kat pops milk 40 g,0.79,0,27,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251378,KitKat Chunky oblátka v bielej poleve 40 g,kitkat chunky oblatka v bielej poleve 40 g,0.79,0,86,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251379,KitKat 4Finger multipack tyčinka s oblátkou v mliečnej čokoláde 3 x 41.5 g,kitkat 4finger multipack tycinka s oblatkou v mliecnej cokolade 3 x 41.5 g,1.89,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251380,Kinder Bueno 3 ks,kinder bueno 3 ks,2.39,0,4,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251381,Bahlsen Oblátky polomáčané v mliečnej čokoláde s lieskovoorieškovou náplňou 125 g,bahlsen oblatky polomacane v mliecnej cokolade s lieskovoorieskovou naplnou 125 g,2.69,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251382,Bahlsen Oblátkové trubičky polomáčané v mliečnej čokoláde 100 g,bahlsen oblatkove trubicky polomacane v mliecnej cokolade 100 g,2.89,0,19,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251383,Nesquik Oblátka v mliečnej čokoláde 26 g,nesquik oblatka v mliecnej cokolade 26 g,0.59,0,33,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251384,KITKAT 4FINGER karamel 41.5 g,kitkat 4finger karamel 41.5 g,0.79,0,149,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251385,KITKAT 4FINGER dark 41.5 g,kitkat 4finger dark 41.5 g,0.79,0,70,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251386,Sedita Lina Lieskovo-oriešková 50 g,sedita lina lieskovo-orieskova 50 g,0.75,0,314,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251387,Sedita Lina Arašidová mliečna 50 g,sedita lina arasidova mliecna 50 g,0.75,0,237,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251388,Sedita Lina Arašidová horká 50 g,sedita lina arasidova horka 50 g,0.75,0,289,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251389,Sedita Lina Oblátky s arašidovou krémovou náplňou 50 g,sedita lina oblatky s arasidovou kremovou naplnou 50 g,0.75,0,254,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251390,Sedita Lina Mandľová 50 g,sedita lina mandlova 50 g,0.75,0,302,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251391,Milesky lieskovoorieškové rezy v kakaovej poleve COOP 300 g,milesky lieskovoorieskove rezy v kakaovej poleve coop 300 g,2.99,0,20,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251392,Rej Mikuláš malý 70 g,rej mikulas maly 70 g,0.69,0,4,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251393,Manner Chrumkavé oplátky plnené citrónovou náplňou 75 g,manner chrumkave oplatky plnene citronovou naplnou 75 g,1.29,0,17,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251394,Manner Chrumkavé oplátky plnené citrónovou náplňou 400 g,manner chrumkave oplatky plnene citronovou naplnou 400 g,3.99,0,8,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251395,Manner Tortičky. chrumkavé oplátky s kakaovo-lieskovcovou náplňou 400 g,manner torticky. chrumkave oplatky s kakaovo-lieskovcovou naplnou 400 g,4.79,0,2,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251396,Brandt Hobbits Sušienky s ovsenými vločkami 250 g,brandt hobbits susienky s ovsenymi vlockami 250 g,1.99,0,42,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251397,Chipicao Sušienky s kakaovou náplňou 50 g,chipicao susienky s kakaovou naplnou 50 g,0.89,0,18,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251398,COOP Jednota Arašidka 40g,coop jednota arasidka 40g,0.45,0,60,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251399,COOP Jednota perník jahodový 50g,coop jednota pernik jahodovy 50g,0.49,0,121,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251400,COOP Jednota rožteky celozrnné 250g,coop jednota rozteky celozrnne 250g,1.65,0,20,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251401,COOP Jednota venčeky kakaové sušienky obaľované 100g,coop jednota venceky kakaove susienky obalovane 100g,0.65,0,129,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251402,Diabeta Kakaové venčeky 100 g,diabeta kakaove venceky 100 g,1.09,0,19,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251403,Diabeta Žĺtkové venčeky 100 g,diabeta zltkove venceky 100 g,1.09,0,18,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251404,Gullón Bio sušienky s ovsom a pšenicou 250 g,gullon bio susienky s ovsom a psenicou 250 g,3.39,0,8,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251405,Ke kafíčku ovsené sušienky suché 190g,ke kaficku ovsene susienky suche 190g,1.39,0,36,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251406,Kinder Cards 128 g,kinder cards 128 g,2.99,0,13,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251407,Laguna Indián kakaový keks 100 g,laguna indian kakaovy keks 100 g,0.65,0,41,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251408,Laguna Marina fenikel aníz 100 g,laguna marina fenikel aniz 100 g,0.65,0,38,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251409,Laguna Marina keks jahoda 100 g,laguna marina keks jahoda 100 g,0.65,0,50,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251410,Lotus Biscoff Karamelizované sušienky spojené krémovou náplňou z karamelizovaných sušienok 150 g,lotus biscoff karamelizovane susienky spojene kremovou naplnou z karamelizovanych susienok 150 g,2.19,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251411,Lotus Biscoff Karamelizované sušienky spojené náplňou s príchuťou mliečnej čokolády 150 g,lotus biscoff karamelizovane susienky spojene naplnou s prichutou mliecnej cokolady 150 g,2.19,0,10,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251412,Lotus Biscoff Karamelizované sušienky spojené náplňou s vanilkovou príchuťou 150 g,lotus biscoff karamelizovane susienky spojene naplnou s vanilkovou prichutou 150 g,2.19,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251413,Lotus Biscoff Originálna karamelizovaná sušienka 250 g,lotus biscoff originalna karamelizovana susienka 250 g,2.19,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251414,Milka Choco Biscuits sušienky s čokoládou 150 g,milka choco biscuits susienky s cokoladou 150 g,1.95,0,27,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251415,Milka Choco Cow sušienky polomáčané. mliečna čokoláda 40 g,milka choco cow susienky polomacane. mliecna cokolada 40 g,0.6,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251416,Milka Choco Grain sušienky polomáčané. mliečna čokoláda 42 g,milka choco grain susienky polomacane. mliecna cokolada 42 g,0.6,0,50,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251417,Milka Choco Mini Stars sušienky s mliečnou náplňou polomáčané 150 g,milka choco mini stars susienky s mliecnou naplnou polomacane 150 g,2.79,0,34,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251418,Milka Choco Minis sušienky mliečna náplň a čokoláda 37.5 g,milka choco minis susienky mliecna napln a cokolada 37.5 g,0.6,0,42,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251419,Milka Choco Sticks sušienky celomáčané. mliečna čokoláda 112 g,milka choco sticks susienky celomacane. mliecna cokolada 112 g,1.49,0,24,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251420,Milka Cookie Loop sušienky s kúskami čokolády 132 g,milka cookie loop susienky s kuskami cokolady 132 g,1.95,0,27,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251421,Nature Line Diacoca kakaovo - kokosové 180 g,nature line diacoca kakaovo - kokosove 180 g,1.49,0,15,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251422,Opavia BeBe Dobré Ráno kakaové sušienky -30% cukru 50 g,opavia bebe dobre rano kakaove susienky -30% cukru 50 g,0.69,0,44,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251423,Opavia BeBe Dobré Ráno kakaové sušienky s kúskami čokolády 50 g,opavia bebe dobre rano kakaove susienky s kuskami cokolady 50 g,0.69,0,121,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251424,Opavia BeBe Dobré Ráno Namäkko brusnica a ovocie cereálny bochník 50 g,opavia bebe dobre rano namakko brusnica a ovocie cerealny bochnik 50 g,0.89,0,28,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251425,Opavia BeBe Dobré Ráno Namäkko čučoriedka cereálny bochník 50g,opavia bebe dobre rano namakko cucoriedka cerealny bochnik 50g,0.89,0,24,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251426,Opavia BeBe Dobré Ráno sušienky müsli s ovocím 50 g,opavia bebe dobre rano susienky musli s ovocim 50 g,0.59,0,45,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251427,Opavia BeBe Dobré Ráno sušienky orieškové s medom 50 g,opavia bebe dobre rano susienky orieskove s medom 50 g,0.69,0,117,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251428,Opavia BeBe Dobré Ráno sušienky s jogurtom 50.6 g,opavia bebe dobre rano susienky s jogurtom 50.6 g,0.89,0,96,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251429,Opavia BeBe Dobré Ráno sušienky s jogurtom a jahodami 50.6 g,opavia bebe dobre rano susienky s jogurtom a jahodami 50.6 g,0.89,0,42,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251430,Opavia BeBe Dobré ráno sušienky s mliekom 50 g,opavia bebe dobre rano susienky s mliekom 50 g,0.69,0,57,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251431,Opavia BeBe Rodinné cereálne sušienky 130 g,opavia bebe rodinne cerealne susienky 130 g,1.29,0,41,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251432,Opavia BeBe Rodinné jemné cereálne sušienky 130 g,opavia bebe rodinne jemne cerealne susienky 130 g,0.99,0,73,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251433,Opavia BeBe Rodinné kakaové cereálne sušienky 130 g,opavia bebe rodinne kakaove cerealne susienky 130 g,0.99,0,33,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251434,Opavia BeBe Rodinné mliečne cereálne sušienky 130 g,opavia bebe rodinne mliecne cerealne susienky 130 g,1.29,0,34,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251435,Opavia Disko kakaové sušienky čokoládová náplň 169 g,opavia disko kakaove susienky cokoladova napln 169 g,1.99,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251436,Opavia Disko kakaové sušienky mliečna náplň 169 g,opavia disko kakaove susienky mliecna napln 169 g,1.99,0,34,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251437,Opavia Disko sušienky čokoládová náplň 169 g,opavia disko susienky cokoladova napln 169 g,1.99,0,39,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251438,Opavia Disko sušienky s mliečnou náplňou 169 g,opavia disko susienky s mliecnou naplnou 169 g,1.99,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251439,Opavia Zlaté Club sušienky s maslovou príchuťou 140 g,opavia zlate club susienky s maslovou prichutou 140 g,1.69,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251440,Opavia Zlaté Esíčka sušienky so škoricou a kakaom 220 g,opavia zlate esicka susienky so skoricou a kakaom 220 g,1.49,0,38,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251441,Opavia Zlaté Koka sušienky s kokosom s kakaom 180 g,opavia zlate koka susienky s kokosom s kakaom 180 g,1.79,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251442,Opavia Zlaté Polomáčané horké sušienky 100 g,opavia zlate polomacane horke susienky 100 g,0.85,0,35,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251443,Opavia Zlaté Polomáčané sušienky mliečne 100 g,opavia zlate polomacane susienky mliecne 100 g,0.85,0,49,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251444,Opavia Zlaté Spekulky škoricové sušienky 160 g,opavia zlate spekulky skoricove susienky 160 g,1.79,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251445,Oreo Choco Brownie sušienky s kakaovou náplňou 154 g,oreo choco brownie susienky s kakaovou naplnou 154 g,2.19,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251446,Oreo Double Creme sušienky s dvojitou vanilkovou náplňou 157 g,oreo double creme susienky s dvojitou vanilkovou naplnou 157 g,2.19,0,43,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251447,Oreo Golden sušienky s náplňou s vanilkovou príchuťou 154 g,oreo golden susienky s naplnou s vanilkovou prichutou 154 g,2.19,0,26,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251448,Oreo Golden sušienky s náplňou s vanilkovou príchuťou 44 g,oreo golden susienky s naplnou s vanilkovou prichutou 44 g,0.55,0,56,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251449,Oreo sušienky s vanilkovou náplňou 44 g,oreo susienky s vanilkovou naplnou 44 g,0.55,0,146,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251450,Sedita Princezky sušienky s kávovou náplňou 80 g,sedita princezky susienky s kavovou naplnou 80 g,0.65,0,30,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251451,Sedita Rodinné Club karamelové 160.8 g,sedita rodinne club karamelove 160.8 g,1.19,0,24,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251452,Sedita Rodinné Club maslové 168 g,sedita rodinne club maslove 168 g,1.19,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251453,Sedita Rodinné Polomáčané sušienky horké 100 g,sedita rodinne polomacane susienky horke 100 g,0.89,0,20,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251454,Sedita Rodinné Polomáčané sušienky kokosové 100 g,sedita rodinne polomacane susienky kokosove 100 g,0.89,0,15,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251455,Sedita Rodinné Polomáčané sušienky mliečne 100 g,sedita rodinne polomacane susienky mliecne 100 g,0.89,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251456,Sedita Rodinné Srdiečka citrón-kokos 204 g,sedita rodinne srdiecka citron-kokos 204 g,1.49,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251457,Sedita Rodinné Srdiečka kakao-kokos 204 g,sedita rodinne srdiecka kakao-kokos 204 g,1.49,0,7,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251458,Sedita Rodinné Venčeky kakaové 120 g,sedita rodinne venceky kakaove 120 g,0.79,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251459,Sedita Rodinné Venčeky s príchuťou vanilky 120 g,sedita rodinne venceky s prichutou vanilky 120 g,0.79,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251460,Sedita Romanca klasik 40 g,sedita romanca klasik 40 g,0.45,0,30,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251461,Sedita Romanca Premium Kakaovo čokoládové sušienky s krémovou lieskovo arašidovou náplňou 38 g,sedita romanca premium kakaovo cokoladove susienky s kremovou lieskovo arasidovou naplnou 38 g,0.55,0,43,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251462,Sedita Romanca Premium vanilková 38 g,sedita romanca premium vanilkova 38 g,0.55,0,45,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251463,Sušienky ku kávičke ovsené s kakaom 190g,susienky ku kavicke ovsene s kakaom 190g,1.39,0,33,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251464,Verbena Sušienky bazové s kúskami amerických brusníc 108 g,verbena susienky bazove s kuskami americkych brusnic 108 g,1.19,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251465,Verbena Sušienky levanduľové s kúskami čučoriedok 108 g,verbena susienky levandulove s kuskami cucoriedok 108 g,1.19,0,21,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251466,Verbena Sušienky rakytníkové s kúskami pomaranča 108 g,verbena susienky rakytnikove s kuskami pomaranca 108 g,1.19,0,41,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251467,Coop pečivo čajové polomáčané 165g tk,coop pecivo cajove polomacane 165g tk,1.99,0,42,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251468,Ke kafíčku ovsené sušienky čokol. 220g,ke kaficku ovsene susienky cokol. 220g,1.79,0,46,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251469,Sušienky Čučoriedka celozrnné s čučoriedkami 50g,susienky cucoriedka celozrnne s cucoriedkami 50g,0.95,0,19,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251470,Gullón bio Fibre sušienky so 4 dr.cereálií 170g,gullon bio fibre susienky so 4 dr.cerealii 170g,1.89,0,29,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251471,COOP Venčeky vaječné sušienky obaľované 100g TK,coop venceky vajecne susienky obalovane 100g tk,0.65,0,119,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251472,COOP Sušienky Cokosky kokos+kakao 200g TK,coop susienky cokosky kokos+kakao 200g tk,1.39,0,31,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251473,COOP Sušienky Vanilesky vanilka+kakao 200g TK,coop susienky vanilesky vanilka+kakao 200g tk,1.39,0,29,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251474,COOP Sušienky kokosové 200g TK,coop susienky kokosove 200g tk,1.39,0,29,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251475,COOP Sušienky polomáčané 100g TK,coop susienky polomacane 100g tk,0.79,0,25,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251476,COOP Suš.Carmeli s karam.prích..polom.165g Premium,coop sus.carmeli s karam.prich..polom.165g premium,1.29,0,14,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251477,COOP Cookies čokoládové s belgickou č.150g Premium,coop cookies cokoladove s belgickou c.150g premium,1.59,0,16,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251478,COOP Cookies s bielou čok. a brusnic. 150g Premium,coop cookies s bielou cok. a brusnic. 150g premium,1.59,0,23,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251479,COOP Cookies muffin s čokoládou 175g Premium,coop cookies muffin s cokoladou 175g premium,1.89,0,24,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251480,Milka Tender Cow jemné pečivo s kúskami čokolády 140 g,milka tender cow jemne pecivo s kuskami cokolady 140 g,2.79,0,57,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251481,MinusL Miňonky v mliečnej čokoláde bezlaktózové 200 g,minusl minonky v mliecnej cokolade bezlaktozove 200 g,4.19,0,3,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251482,MinusL Maslové sušienky polomáčané v mliečnej čokoláde bez laktózy 125 g,minusl maslove susienky polomacane v mliecnej cokolade bez laktozy 125 g,3.49,0,10,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251483,Milka Choco Brownie jemné pečivo 150 g,milka choco brownie jemne pecivo 150 g,2.79,0,43,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251484,Bonne Maman Tartaletky s čokoládovou a karamelovou náplňou 135 g,bonne maman tartaletky s cokoladovou a karamelovou naplnou 135 g,2.69,0,20,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251485,Bahlsen Choco Rings Milk 155 g,bahlsen choco rings milk 155 g,1.99,0,3,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251486,Bahlsen Hit Choco sušienky s náplňou s čokoládovou príchuťou 220 g,bahlsen hit choco susienky s naplnou s cokoladovou prichutou 220 g,1.79,0,22,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251487,Bahlsen Hit Vanilla sušienky s náplňou s vanilkovou príchuťou 220 g,bahlsen hit vanilla susienky s naplnou s vanilkovou prichutou 220 g,1.79,0,40,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251488,Oreo Remix kakaové sušienky s náplňou s vanilkovou a malinovou príchuťou 157 g,oreo remix kakaove susienky s naplnou s vanilkovou a malinovou prichutou 157 g,2.19,0,36,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251489,Oreo Remix kakaové sušienky s náplňou s vanilkovou a karamelovou príchuťou 157 g,oreo remix kakaove susienky s naplnou s vanilkovou a karamelovou prichutou 157 g,2.19,0,28,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251490,Milka Choco Jaffa piškóty pomarančové. mliečna čokoláda 147 g,milka choco jaffa piskoty pomarancove. mliecna cokolada 147 g,1.49,0,38,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251491,Nutella Biscuits 193 g,nutella biscuits 193 g,3.29,0,19,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251492,Sedita Seditky mini piškóty 70 g,sedita seditky mini piskoty 70 g,0.85,0,23,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251493,Emco Ovsené sušienky s kakaom a kokosom 60 g,emco ovsene susienky s kakaom a kokosom 60 g,0.65,0,11,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251494,Emco Mysli na Zdraví Ovsené sušienky s kúskami čokolády 15 ks 150 g,emco mysli na zdravi ovsene susienky s kuskami cokolady 15 ks 150 g,1.79,0,14,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251495,Emco Mysli na Zdraví Ovsené sušienky s lieskovými orechami 150 g,emco mysli na zdravi ovsene susienky s lieskovymi orechami 150 g,1.79,0,18,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251496,COOP Jednota piškóty okrúhle 250g,coop jednota piskoty okruhle 250g,1.19,0,81,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251497,Opavia Piškóty 120 g,opavia piskoty 120 g,1.05,0,26,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251498,Opavia Piškóty 240 g,opavia piskoty 240 g,1.55,0,37,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251499,Sedita Pafino dlhé piškóty 100 g,sedita pafino dlhe piskoty 100 g,1.39,0,26,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251500,Sedita Seditky dlhé piškóty bez cukrovej posýpky 2 x 110 g (220 g),sedita seditky dlhe piskoty bez cukrovej posypky 2 x 110 g (220 g),3.39,0,36,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251501,Sedita Seditky mini piškóty 120 g,sedita seditky mini piskoty 120 g,0.99,0,39,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251502,Sedita Seditky okrúhle piškóty 240 g,sedita seditky okruhle piskoty 240 g,1.89,0,19,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251503,Piškóty- celozrn. s probiotickou vlákninou 120g,piskoty- celozrn. s probiotickou vlakninou 120g,1.59,0,32,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251504,COOP Piškóty 130g TK,coop piskoty 130g tk,0.69,0,59,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251505,COOP Jednota brusnice v horkej cokolade 150g premium,coop jednota brusnice v horkej cokolade 150g premium,2.29,0,56,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251506,COOP Jednota čokoláda horká 70% 80g premium,coop jednota cokolada horka 70% 80g premium,1.69,0,20,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251507,Figaro Horká 43% kakaa 80 g,figaro horka 43% kakaa 80 g,1.09,0,169,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251508,Figaro horká čokoláda 65% kakaa 80 g,figaro horka cokolada 65% kakaa 80 g,1.35,0,64,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251509,Figaro Mliečna 80 g,figaro mliecna 80 g,1.09,0,226,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
251510,Figaro mliečna čokoláda s jahodovou náplňou 90 g,figaro mliecna cokolada s jahodovou naplnou 90 g,1.09,0,103,NEURČENÁ,66,3,2024-03-01 10:10:56,2024-03-01 10:11:47
