ID,name,normalized_name,price,approximation,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
245823,BILLA Špagety 500g,billa spagety 500g,1.19,0,37,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245824,BILLA Špagetiny 500g,billa spagetiny 500g,1.19,0,25,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245825,BILLA Pappardelle cestoviny 250g,billa pappardelle cestoviny 250g,1.99,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245826,BILLA Fettuccine cestoviny 250g,billa fettuccine cestoviny 250g,1.99,0,21,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245827,BILLA Gnocchi zemiakové 500g,billa gnocchi zemiakove 500g,1.29,0,23,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245828,BILLA Penne rigate 500g,billa penne rigate 500g,1.19,0,29,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245829,BILLA Farfalle 500g,billa farfalle 500g,1.19,0,13,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245830,BILLA Lasagne 500g,billa lasagne 500g,1.99,0,25,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245831,BILLA BIO kuskus 500g,billa bio kuskus 500g,1.85,0,20,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245832,BILLA Premium Špagety z tvrdej pšenice 500g,billa premium spagety z tvrdej psenice 500g,1.89,0,21,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245833,BILLA PREMIUM FUSILLI Z TVRDEJ PŠEN.500G,billa premium fusilli z tvrdej psen.500g,1.99,0,6,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245834,BILLA PREMIUM TORTIGLIONI Z TVRD.PŠ.500G,billa premium tortiglioni z tvrd.ps.500g,1.99,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245835,BILLA PREMIUM LUMACHE Z TVRDEJ PŠEN.500G,billa premium lumache z tvrdej psen.500g,1.99,0,7,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245836,Barilla Špagety 500g,barilla spagety 500g,2.19,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245837,Barilla Spaghettoni semolinové cestoviny sušené 500 g,barilla spaghettoni semolinove cestoviny susene 500 g,2.19,0,24,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245838,BARILLA CAPELLINI 500G,barilla capellini 500g,2.19,0,9,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245839,Barilla Penne rigate-rúrky 500g,barilla penne rigate-rurky 500g,2.19,0,42,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245840,Barilla Fusilli-vretená 500g,barilla fusilli-vretena 500g,2.19,0,55,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245841,BARILLA COLLEZIONE LASAGNE 250G,barilla collezione lasagne 250g,2.19,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245842,Panzani Spaghetti cestoviny semolinové sušené 500 g,panzani spaghetti cestoviny semolinove susene 500 g,2.39,0,37,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245843,Panzani Kolinka cestoviny semolinové sušené 500 g,panzani kolinka cestoviny semolinove susene 500 g,2.39,0,11,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245844,Panzani Torti cestoviny semolinové sušené 500 g,panzani torti cestoviny semolinove susene 500 g,2.39,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245845,Panzani Makaróny 500g,panzani makarony 500g,2.39,0,25,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245846,Panzani Farfalle cestoviny semolinové sušené 500 g,panzani farfalle cestoviny semolinove susene 500 g,2.39,0,7,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245847,Panzani Linguine cestoviny semolinové sušené 500 g,panzani linguine cestoviny semolinove susene 500 g,2.69,0,26,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245848,Panzani Penne Rigate cestoviny semolinové sušené 500 g,panzani penne rigate cestoviny semolinove susene 500 g,2.39,0,8,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245849,Panzani Fusilli cestoviny semolinové sušené 500 g,panzani fusilli cestoviny semolinove susene 500 g,2.79,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245850,Clever Špagety bezvaječné 500g,clever spagety bezvajecne 500g,0.59,0,85,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245851,Clever Kolienka stredné bezvaječné 500g,clever kolienka stredne bezvajecne 500g,0.59,0,37,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245852,Clever Vretená bezvaječné 500g,clever vretena bezvajecne 500g,0.59,0,56,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245853,Clever Tarhoňa bezvaječná 500g,clever tarhona bezvajecna 500g,0.59,0,52,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245854,Clever Niťovky bezvaječné 500g,clever nitovky bezvajecne 500g,0.59,0,29,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245855,Erce Niťovky 8 vaječné cestoviny 200 g,erce nitovky 8 vajecne cestoviny 200 g,0.75,0,126,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245856,Erce Tenké rezance 8 vaječné cestoviny 250 g,erce tenke rezance 8 vajecne cestoviny 250 g,0.75,0,55,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245857,Erce Rajbanička 8 vaječné cestoviny 250 g,erce rajbanicka 8 vajecne cestoviny 250 g,0.75,0,41,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245858,Erce Široké rezance 8 vaječné cestoviny 250 g,erce siroke rezance 8 vajecne cestoviny 250 g,0.75,0,32,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245859,Ideál Kolienka stredné dvojvaječné cestoviny 400 g,ideal kolienka stredne dvojvajecne cestoviny 400 g,1.19,0,35,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245860,Ideál Tarhoňa dvojvaječné cestoviny 400 g,ideal tarhona dvojvajecne cestoviny 400 g,1.19,0,58,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245861,Podravka Tagliatelle Nidi semolinové sušené cestoviny 400 g,podravka tagliatelle nidi semolinove susene cestoviny 400 g,1.89,0,23,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245862,Podravka Chifferi semolínové cestoviny 500 g,podravka chifferi semolinove cestoviny 500 g,1.89,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245863,Podravka Tarhoňa semolínové cestoviny 600 g,podravka tarhona semolinove cestoviny 600 g,1.89,0,13,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245864,Cessi Bezvaječné cestoviny pšeničné. sušené kolienka 400 g,cessi bezvajecne cestoviny psenicne. susene kolienka 400 g,0.99,0,59,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245865,Cessi Bezvaječné cestoviny pšeničné. sušené tarhoňa 400 g,cessi bezvajecne cestoviny psenicne. susene tarhona 400 g,0.99,0,47,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245866,Cessi Bezvaječné cestoviny pšeničné. sušené špagety 400 g,cessi bezvajecne cestoviny psenicne. susene spagety 400 g,0.99,0,49,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245867,Namex Niťovky 6 vaječné cestoviny 250g,namex nitovky 6 vajecne cestoviny 250g,1.09,0,31,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245868,Namex Rezance 6 vaječné cestoviny široké 250g,namex rezance 6 vajecne cestoviny siroke 250g,1.09,0,31,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245869,Namex Domáce rezance 6 vaječné cestoviny 250g,namex domace rezance 6 vajecne cestoviny 250g,1.09,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245870,Namex Fliačky 6 vaječné 250g,namex fliacky 6 vajecne 250g,1.09,0,19,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245871,Prepeličie Cestoviny Nitovky 250G,prepelicie cestoviny nitovky 250g,1.49,0,49,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245872,Free gluten free Špagety 500g,free gluten free spagety 500g,1.99,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245873,Free Gluten Free Sedani Kuk.-Ryža 500G,free gluten free sedani kuk.-ryza 500g,1.99,0,7,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245874,Ryžové rezance široké 200 g,ryzove rezance siroke 200 g,1.49,0,30,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245875,Ryžové rezance tenké 200 g,ryzove rezance tenke 200 g,1.49,0,30,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245876,Shan'shi Vermicelli sklenené rezance 100 g,shan'shi vermicelli sklenene rezance 100 g,1.65,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245877,Bask Ryža lúpaná guľatozrnná 1 kg,bask ryza lupana gulatozrnna 1 kg,2.09,0,36,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245878,Bask Ryža dlhozrnná 1kg,bask ryza dlhozrnna 1kg,2.09,0,109,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245879,Giana Ryža guľatozrnná 1 kg,giana ryza gulatozrnna 1 kg,1.49,0,105,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245880,SOS Ryža klasická 1kg,sos ryza klasicka 1kg,2.49,0,28,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245881,SOS Ryža dlhozrnná 1kg,sos ryza dlhozrnna 1kg,2.49,0,24,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245882,Lagris Ryža guľatozrnná 1kg,lagris ryza gulatozrnna 1kg,2.69,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245883,Lagris Ryža arborio strednozrnná lúpaná 500 g,lagris ryza arborio strednozrnna lupana 500 g,2.65,0,19,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245884,Lagris Ryža jazmínová 500 g,lagris ryza jazminova 500 g,1.99,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245885,Lagris Ryža parboiled lúpaná vo varných vreckách 400 g,lagris ryza parboiled lupana vo varnych vreckach 400 g,1.49,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245886,BILLA Basmati ryža 4 x 100g,billa basmati ryza 4 x 100g,1.99,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245887,BILLA Parboiled dlhozrnná ryža 4 x 100g,billa parboiled dlhozrnna ryza 4 x 100g,1.09,0,22,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245888,BILLA Jazmínová ryža 500g,billa jazminova ryza 500g,1.59,0,61,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245889,BILLA Parboiled dlhozrnná ryža 1kg,billa parboiled dlhozrnna ryza 1kg,2.19,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245890,BILLA BIO Basmati ryža 500g,billa bio basmati ryza 500g,2.59,0,10,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245891,BILLA BIO Dlhozrnná ryža 1kg,billa bio dlhozrnna ryza 1kg,3.19,0,11,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245892,Vitana Ryža dlhozrnná 4 x 100g,vitana ryza dlhozrnna 4 x 100g,1.89,0,19,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245893,Clever Ryža lúpaná varné vrecká 4 x 100g,clever ryza lupana varne vrecka 4 x 100g,0.75,0,33,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245894,Cessi Bezvaječné cestoviny pšeničné. sušené ryža 400 g,cessi bezvajecne cestoviny psenicne. susene ryza 400 g,0.99,0,58,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245895,Vénusz Jedlý jednodruhový rastlinný olej slnečnicový 1 l,venusz jedly jednodruhovy rastlinny olej slnecnicovy 1 l,3.39,0,35,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245896,Vénusz Slnečnicový Olej 5l,venusz slnecnicovy olej 5l,14.99,0,21,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245897,Palma Raciol Slnečnicový olej 1 l,palma raciol slnecnicovy olej 1 l,1.59,0,309,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245898,Giana Slnečnicový olej 1 l,giana slnecnicovy olej 1 l,2.99,0,283,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245899,Clever Slnečnicový olej 1l,clever slnecnicovy olej 1l,2.29,0,606,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245900,Vénusz Jedlý jednodruhový rastlinný olej repkový 1 l,venusz jedly jednodruhovy rastlinny olej repkovy 1 l,3.39,0,25,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245901,Palma Raciol Nízkoerukový repkový olej 1 l,palma raciol nizkoerukovy repkovy olej 1 l,1.59,0,219,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245902,Palma Raciol Repkový olej  5 l,palma raciol repkovy olej  5 l,14.99,0,23,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245903,Franz Josef Kaiser Exclusive Extra panenský olivový olej 500 ml,franz josef kaiser exclusive extra panensky olivovy olej 500 ml,8.99,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245904,Franz Josef Kaiser Exclusive Extra panenský olivový olej 250 ml,franz josef kaiser exclusive extra panensky olivovy olej 250 ml,4.99,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245905,BILLA Premium Olivový olej extra virgin 500ml,billa premium olivovy olej extra virgin 500ml,9.99,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245906,BILLA Olivový olej extra virgin 750ml,billa olivovy olej extra virgin 750ml,12.99,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245907,BILLA Olivový olej 500ml,billa olivovy olej 500ml,9.99,0,10,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245908,Giana Olej z olivových výliskov 1 l,giana olej z olivovych vyliskov 1 l,10.99,0,41,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245909,Borges Original extra panenský olivový olej 750 ml,borges original extra panensky olivovy olej 750 ml,19.99,0,23,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245910,Borges Olivový olej puro 750ml,borges olivovy olej puro 750ml,17.99,0,6,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245911,Borges Original Extra panenský olivový olej 500 ml,borges original extra panensky olivovy olej 500 ml,13.99,0,41,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245912,Borges Eco Natura Bio extra panenský olivový olej 500 ml,borges eco natura bio extra panensky olivovy olej 500 ml,14.99,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245913,Minerva Grécky extra panenský olivový olej 750 ml,minerva grecky extra panensky olivovy olej 750 ml,17.99,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245914,Minerva Grécky extra panenský olivový olej 500 ml,minerva grecky extra panensky olivovy olej 500 ml,12.99,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245915,Natur Farm Kokosový olej 500 ml,natur farm kokosovy olej 500 ml,4.59,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245916,Franz Josef Kaiser Exclusive Bio panenský kokosový olej 500 ml,franz josef kaiser exclusive bio panensky kokosovy olej 500 ml,7.89,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245917,BILLA Premium Tekvicový olej 250ml,billa premium tekvicovy olej 250ml,8.39,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245918,Natur Farm Ľanový olej za studena lisovaný 250 ml,natur farm lanovy olej za studena lisovany 250 ml,3.39,0,13,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245919,Hels Kvasný ocot liehový 8% 1 l,hels kvasny ocot liehovy 8% 1 l,0.69,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245920,Clever Ocot 8% 1l,clever ocot 8% 1l,0.55,0,38,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245921,BILLA Balsamico ocot 500ml,billa balsamico ocot 500ml,1.99,0,6,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245922,BILLA Lístkové cesto 275g,billa listkove cesto 275g,1.39,0,53,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245923,BILLA Pizza cesto 400g,billa pizza cesto 400g,1.99,0,19,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245924,Tatra Salko 397 g,tatra salko 397 g,2.99,0,508,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245925,Dr. Oetker Vanilínový cukor 5 x 20 g (100 g),dr. oetker vanilinovy cukor 5 x 20 g (100 g),0.69,0,90,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245926,Dr.Oetker Kypriaci prášok 5 x 12g,dr.oetker kypriaci prasok 5 x 12g,0.65,0,237,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245927,Dr. Oetker Zlatý klas Krémový prášok s vanilkovou arómou na prípravu krémov a plniek 40 g,dr. oetker zlaty klas kremovy prasok s vanilkovou aromou na pripravu kremov a plniek 40 g,0.39,0,82,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245928,Dobrý Kuchár Zlatý sen krémový prášok na prípravu krémov 40 g,dobry kuchar zlaty sen kremovy prasok na pripravu kremov 40 g,0.42,0,6,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245929,Dr. Oetker Škoricový cukor 20 g,dr. oetker skoricovy cukor 20 g,0.24,0,120,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245930,BILLA Hladká múka 1kg,billa hladka muka 1kg,0.99,0,30,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245931,BILLA Polohrubá múka 1kg,billa polohruba muka 1kg,0.99,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245932,BILLA Hrubá múka 1kg,billa hruba muka 1kg,0.99,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245933,Babičkina Voľba Múka hladká pšeničná 1 kg,babickina volba muka hladka psenicna 1 kg,1.35,0,50,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245934,Babičkina Voľba Múka polohrubá pšeničná 1 kg,babickina volba muka polohruba psenicna 1 kg,1.35,0,35,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245935,Babičkina Voľba Múka špaldová hladká 1 kg,babickina volba muka spaldova hladka 1 kg,2.09,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245936,Babičkina Voľba Hladká múka na kysnuté cesto pšeničná 1 kg,babickina volba hladka muka na kysnute cesto psenicna 1 kg,1.35,0,29,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245937,Babičkina Voľba Múka hrubá pšeničná 1 kg,babickina volba muka hruba psenicna 1 kg,1.35,0,24,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245938,Babičkina Voľba Pšeničná múka chlebová hladká 1 kg,babickina volba psenicna muka chlebova hladka 1 kg,1.35,0,32,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245939,Špaldová Múka Celozrnná Natural 750G,spaldova muka celozrnna natural 750g,1.15,0,7,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245940,Promix-Uni Univerzálna bezgluténová múka 1kg,promix-uni univerzalna bezglutenova muka 1kg,6.19,0,13,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245941,Novalim Ryžová múka 500g,novalim ryzova muka 500g,3.19,0,18,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245942,Novalim Bezglut.Strúhanka Pečivová 350G,novalim bezglut.struhanka pecivova 350g,4.39,0,26,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245943,Novalim Krupica Bezglut. 500G,novalim krupica bezglut. 500g,4.99,0,17,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245944,Novalim Palacinky bezgluténové v prášku 250 g,novalim palacinky bezglutenove v prasku 250 g,2.29,0,14,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245945,Novalim Permonky Bezgl. Pern. Keksy 150G,novalim permonky bezgl. pern. keksy 150g,3.39,0,6,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245946,Korunný Cukor Kryštálový 1000 g,korunny cukor krystalovy 1000 g,0.99,0,338,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245947,Sweet Family Kryštálový cukor 1 kg,sweet family krystalovy cukor 1 kg,1.59,0,79,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245948,Korunný Cukor Práškový 1000 g,korunny cukor praskovy 1000 g,1.79,0,40,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245949,Sweet Family Práškový cukor 1 kg,sweet family praskovy cukor 1 kg,1.99,0,97,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245950,Sweet Family Cukor kockový 500g,sweet family cukor kockovy 500g,1.45,0,18,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245951,BILLA Trstinový cukor 1kg,billa trstinovy cukor 1kg,2.49,0,70,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245952,Sweet Family Trstinový cukor nerafinovaný 1 kg,sweet family trstinovy cukor nerafinovany 1 kg,2.49,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245953,Sugars of the World Hnedý trstinový cukor kryštálový 1000 g,sugars of the world hnedy trstinovy cukor krystalovy 1000 g,2.69,0,34,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245954,SweetFamily Hnedý cukor 500 g,sweetfamily hnedy cukor 500 g,1.59,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245955,Sweet Family Trstinový cukor nerafinovaný 500 g,sweet family trstinovy cukor nerafinovany 500 g,1.55,0,25,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245956,Natur Farm Xylitol 500 g,natur farm xylitol 500 g,5.99,0,22,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245957,Diabeta Škoricový Fruktózový Cukor 20G,diabeta skoricovy fruktozovy cukor 20g,0.33,0,54,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245958,Diabeta Vanilínový Fruktózový Cukor 20G,diabeta vanilinovy fruktozovy cukor 20g,0.33,0,38,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245959,TINA Mletý mak s cukrom 200g,tina mlety mak s cukrom 200g,1.99,0,47,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245960,BILLA Mletý mak 200g,billa mlety mak 200g,2.49,0,20,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245961,BILLA Kokos strúhaný 200g,billa kokos struhany 200g,1.29,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245962,Tina Kokos strúhaný jemný 200g,tina kokos struhany jemny 200g,1.79,0,31,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245963,Dr. Oetker BB Puding kakaový v prášku 250 g,dr. oetker bb puding kakaovy v prasku 250 g,1.69,0,16,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245964,Dr. Oetker Puding čokoládová aróma 46 g,dr. oetker puding cokoladova aroma 46 g,0.45,0,21,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245965,Dr. Oetker Puding vanilková aróma 38 g,dr. oetker puding vanilkova aroma 38 g,0.45,0,12,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245966,Dr. Oetker Puding jahodová aróma 38 g,dr. oetker puding jahodova aroma 38 g,0.45,0,22,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245967,Dr. Oetker Puding smotana-vanilková aróma 38 g,dr. oetker puding smotana-vanilkova aroma 38 g,0.45,0,37,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245968,Dr. Oetker Crème Olé Vanilka aróma 50 g,dr. oetker creme ole vanilka aroma 50 g,0.89,0,15,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245969,Dr. Oetker Crème Olé Čokoláda aróma 56 g,dr. oetker creme ole cokolada aroma 56 g,0.89,0,9,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245970,Dr. Oetker Premium Puding Pravá vanilka smotanová 40 g,dr. oetker premium puding prava vanilka smotanova 40 g,0.85,0,20,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245971,Dr. Oetker Premium Puding Puding čokoládový v prášku 52 g,dr. oetker premium puding puding cokoladovy v prasku 52 g,0.85,0,11,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
245972,Dr. Oetker Premium Puding Extra karamel 42 g,dr. oetker premium puding extra karamel 42 g,0.85,0,34,NEURČENÁ,8,1,2024-03-01 10:10:25,2024-03-01 10:10:48
