product_ID,market_ID,hash
4759,1,481c06a9e4b5644617edb5875e4b3407f2eac495d79f6891eaf08db26cc4f881
4758,1,27d337dc7c0357c1efba9beee49e6a59f89975a075d2fe38c4f3bf630234fc89
4757,1,8be90d06d77d006d9a6c29bee497f3e37bd85ebeedfd0a8925e3178d4dbe4c8d
4756,1,fa1c9b17515aa5ce27823eab2c9f78d5997d5caa7cb68c48150d57e0315b112d
4755,1,16359d07d6bf451557f0d3c98ea27a4a343f28cdd6eba7636ad8ab49ba8e578c
4754,1,23aa7a272a09736739e49c8974b52e101fa577286969d75696b5dc00de9eef5c
4753,1,fb6b768e800de0a9a089f1d12ec4589be400a912e8e17bb92122c582c7eaa8cd
4752,1,5f24314130cd34611b05a00d082dd92ec3c151ea977bb367e03991e063be640c
4751,1,f4243fed65f5a9b6d5e0e9eb6614e52e0f637d36f962b33b957f8d98d2214aa0
4750,1,fbbeb61a33944395c46f66c238772f6a18d0e9a64a56fe0bf659e4c53acf9e1f
4749,1,53e756292b8eb8a078b6c1c948ea499e7f03ae6d48d3f0e05734bf814f6aabbc
4748,1,81bda900854033f47551f4307ef33812c4da4208af6337db54db47c2e6cef673
4747,1,ada74587d7adebc02be41ee7265ad353167d7811f44855367dfe1b563df98cba
4746,1,a770007ed1dfeb4cfebc164e4371377e013e1990d94870c7ac7186401eaa3eff
4745,1,b0e7b7388abb808b48c747c2d96f9c17015fec4fee90e6e639b7c101fe7f220c
4744,1,f7da9abbd2f7c22e6774d524049aee6a9e3980e5485f550f73f71c9b1450ed88
4743,1,0c10c8ded02faf83eefb2f6ac88a83c71eba616e3cf2397acb1fc137957e38cd
4742,1,cc7f65ca8f66e12ed31dc6d249b38d73c018bf04d7c5a910746562a554f17b1e
4741,1,0c3c528d0a8752761624d85fb2987a1b13accd49f460ec41a0a9a752f836ad1d
4740,1,b15ca3189643943c459963c69cf58e010e3788dfb73dfcea92dfe9a9df93fb41
4739,1,ffeae411ff0734b2f10d28b04eddff4e5ba27d9d30b7508314ac10e5d941b78b
4738,1,d14b0b048c378f56a2d5bce2c41ad8973118a561c1e5b18e2cfeb9f344961430
4737,1,e852e1c5ea44b1efae24a0eacfd58b26e190d5777e5b6929ece4639ac564e745
4736,1,ee2f23474926844e11f196d9da60f22f1a5bed3f401eee62a487a5fa84fdd620
4735,1,0359e6640305768d4a276b11eecdce23dda7bceb589b80665f3fb85665c50e25
4734,1,1ce7adb3dd95459e7c62e577675ed8d7b133ff436f36f41e38d440c38c10ffa1
4733,1,2cd11aa5f96fc399bb1fbf37d0549a36c11b125d80e5e448ddbad2e884de8909
4732,1,c1dc2e1f5091557968fbba8e5dee1701976d6780b95ca0aab9660281b1be1e36
4731,1,e9e2a24827bd3704a79cded954761b980967a919aa2097f933216c8d473f1c36
4730,1,17934898e7c66c56dad9a6e179e272be83038f1fc5eef41498de422e5e1f9748
4729,1,d9af26dcd9ce6a9c2ff6aa024d61c18ba87b8bb445eb59f8353f51e8d0b0b66a
4728,1,ac3e9217a6aaa4e26819903da0fd5625da35290cb62ed7227a89bbbd1fea9c77
4727,1,b32829782e5b62123c834726ec1ffdea2f93947e8f9e65caca1ea318f2565d5c
4726,1,3adc3c1995d7da0c92b19f39963cdc26fb8254e4c006b69da72ca52bb781c00e
4725,1,493940334e939b7efd7647e0b017b4bb0da34bcf82f5108a3952fdfb51c07916
4724,1,a924a89c0246b834f12bba6f408c45d81af09731f0c8f5d41ff739426c6909ab
4723,1,ab9c817a1008bb9f85f4f5380f71e094207cf9b7d2e5ba5e21457f0a7620b7a7
4722,1,e3cd222fc4ba968af2ecc9a5a704f34ea6b4177648488b8589e93208f49033b1
4721,1,e427e4d5b0feebd6910ec100972cf66bbc7aafab1007168f580b2132960dd6a2
4720,1,2061f6e2fe3aff26ea7b72cfd1cc670e2bd252497c2c188304bc14879ddfe73d
4719,1,a46f06d6ae0425905da01c8a56e6a5272184539bc1ac05c431875f8e7880671a
4718,1,346692f99ccdcd92c493815eb0e3cf00e499714ae15b7a2cc10ce27f7f0dc7e2
4717,1,08ec7b74e9f729cfa52bb22b1c267467fa7133ea8f79204371b7c997fa1eceea
4716,1,9f1df5cdae301a38e11708f75af965457fd381ca77489f89670c037ea3315e01
4715,1,70316b6f575bf56e48d7b3feb0b4fcf2d9a0041be99b37f6f6d553202260f321
4714,1,d0f517029178ebee396a2bb911327b84d1fcff4118efd15d9f0163d4a9803ae2
4713,1,e89d05efa194152c58aaf836bd278acde4ae9b87bae3f5e3d21d0ec4791dfd01
4712,1,a8277032ebac6dd8a6d4bf28e6172f21164db664ff8c7f5e6a204b06e887a0fc
4711,1,1b37ae5b5d2af69841eaeca60e7b5c881075dfa909e3141b51d60cf04853245b
4710,1,eb0f7ad02cbe3efdabb1772814356f25df9b8db8f9d502051725725641b80aa9
4709,1,5493431212dccb5cdf7a8339dc267d5aebdfed1034524afdf888ef2eab738760
4708,1,2ba38210e39f62cce8f64cc03363715794aa8449a8315a7e1c3e5b3972b146b2
4707,1,b3f5a9a74767f42257c04e55621ea7fa66721b8404b6cc187ab960b71b70f461
4706,1,a738c4a481e48fb11164b2c7bd81cf702fa10f006ffe776449d8497d0fe3023f
4705,1,4bd61e725cd425f1197c223295f243220035380ed32b5b466092ba5345b1d2ca
4704,1,ac442fc5eb5bac147fe6c975fcbdb1641c0bde32e63d8fd34d793a0811769c0b
4703,1,afd838cc5b8858c467e48fbf601e3e09a18feac533bb3f4be98674401333f991
4702,1,fd779b528c20ce48a8a83ef9312a1f60542b33941e101b4659355f4abad812cf
4701,1,3ad06c84ca85c324f0891c7c3f9bdabea6d5e9c707ea4d5df1e070454e817593
4700,1,ed4170abe0353cbe7debcb72977db9c149b49a28da0bf3279421cf822e6b0f6f
4699,1,f33b2eef504a7e1068fa3ed10365579d1f23f5e0858daf037611c3232060965b
4698,1,8e634cee9ada5e9eb55a4b66512602b8d54920450e31150da233d76e6c350698
4697,1,a9d16a52b373fd15f1b635fad112bd073e63f981ce29c93b2f5275d6701ebfe1
4696,1,5c61997f659a0c35870fa32040cb61e813d350fabc636014a114d5c7a56eb09a
4695,1,3a08e13b6571a62a4219b79f56f1fe96996d444bb20588af1f443378510496af
4694,1,e5016ad4a62053b9ec342c3fac4bbd5a78c5419174a11ae33bfc623a30463132
4693,1,69cf17084b1db6d0f9a1ffc3854db07fe7ad214aa3888f655a906b9fe71ac5f9
4692,1,0f3d204aeb2578d48fec571aed0b253702b48bfe292d17580effc9ad4db649fe
4691,1,ba655de8d1bf2f52a448323a17ba47800b90e88994c6eeeb1e12d26d57783f5d
4690,1,6ff763088ea79b26a618dc96eceadb16f9d3c27ac62fc765e9f29591b2816dfa
4689,1,2a86fe764a2f5370716a2c01ae2022ef10bf35fe92310eea4be4744005fefe36
4688,1,e47aac734133e7a5b9e1375ba067c2652a5eea49d5afc922abfc0675fbfe7970
4687,1,0b1ec7a7aeebb4cba873094f46168c459c3bd37261243d2319ce21b04f984766
4686,1,8bd5ae8465159e22b58cd01c7d72fc0427b7c6242fd62e9779b17101f8836c36
4685,1,00fb6cbc9974ce4ef3d56b8184cb19864a8df9e9cc29a06b514e01859226524c
4684,1,a3eaef31d58eceb42e5d5b5e99093708ccaf2e58991e2de08cc98366ae2d06d2
4683,1,8a028f4e3452305112815a18f9bbbea5ee8016d29bacaf2ac4efb5bd5467bce2
4682,1,d944bd5d5bb537b17302add9944efed89fb6231511633ed73692988569a47c89
4681,1,579553088046cc19e3ed0227197f76b7f30ec33a08765a58048cf745f6981572
4680,1,d2e28d05dad9cf0deef0db0e4617c2c8757b741dfd16bb4e5afe53ef6186a202
4679,1,ac190977cfad1318a18f47faf7863d41b4bf3a7750807c2d789e0b8d3eeb216e
4678,1,594e616afbff7f20cb7b3bb5ae62cc9c8d3478dea2a39f8c7cd6a23fbabee3d0
4677,1,7c53847dea623d57d59432056e4fac3b22cd3cb894fd8ef55e917478dfe56453
4676,1,d67ec69c184e458da981a6276caa1116a3fe469a899e100f425b4d9a98f2d4d5
4675,1,e3a344a5be3d2c09bfdfea42f8a96ae568ec8b34121019ef19e1221897c1c01d
4674,1,00cfde407622bceca37a8fa32b16d8be45767d0f34816b640bf6f73438fa95cd
4673,1,be28e02945a73fbdc25f59da07c925d168f470d28fb305603fb1ad9f13398a56
4672,1,bdc39b6bf98a0d8748c3f03da47f9a70bc89070e7b6d4a07ead2a9cc950fa28d
4671,1,615e868ebe2df0e5ccd479e00c3d445464c895a9c7702e37f1cae79381e6e971
4670,1,63f6dcbb79aa96c214f0d50e8ef91f7ed39070e2fa0523eb5d432a4338f65330
4669,1,a38c6e0673bd094602fb5329f8ec68deb7d482501b93ff3ab0a882a995c2bf44
4668,1,aabce7ce02394179d8cd3a8deb486b6ca9b8ecf2a8ade28f861172f8098c2217
4667,1,46877cf1e4ec435dec2fdad1ebbb69c776e58b6c41f7657bd891896d0f372a77
4666,1,6a68b2d404925ad1ffeebaac582446c14c2ece19a08fcf8c3260fd8f1667d7b5
4665,1,3befd3787f29adf6086611d9c3ce23c5a7a550cbeadcc17efb9262a596d7fd2b
4664,1,b01cdb7e6aab8090bf3def03f8000417ae0b22d866916e491cf0a53cf0aa0573
4663,1,cc70d77c5586fe84471ae38cb9d1400ee3eb1f7cd806f9c7893ea13ddbb03197
4662,1,82abc2ba9bca0f8ef060b0cccec4ccc63deac30ff2c578c8c4af5004fca00fdd
4661,1,17083c7a2fc370119063e0da7e9cdf2e38079ed6b454d2433191f6d096297781
4660,1,18541b404f812c7390d0ee1583a2dd5f28ce100a8726a390b6833148a929b4a9
4659,1,ddfdac09372a98176101f5a41d187a306a2875c77ff25c0b4223005a7778e910
4658,1,d637b7141a13c17c22f84e1df76cfcd32809737b6eb03c7b7fd339934a22ebf1
4657,1,e1ec36592c193d5322ad2882e710172342801b0094a5ab7a386f62a54f4c0f66
4656,1,c73f754f1942ccefe85f6a29911b79e718974007767aba4f3b13e424655b1550
4655,1,4da8daad4f6d3b8d10e3107bd0a7b691c5b4150a8d10ffbcb52b62aaa2bb9863
4654,1,5e4385e5e4ed68e7a7510e556aca86b03373b3abfaf4f42b29e73a99daafba06
4653,1,1f71a492a6eb3365f70bf0704a772d8237245482e916cb9e285aad6135c0c483
4652,1,600ce1e0d5dedc323c19258d008beab3f91bdfec5c3e5f004e345802bfde60d8
4651,1,74c2d94f6bc82984457299df6f3d450dbda051c91d50a13ded5ff4ad549abeb7
4650,1,55028d006e46bbfeff7ef9adbbf6950d6f08c176a5e6fb5286eb52dabd9dfa4d
4649,1,0ce7cd8bd6013f9d413b62ee87f95ffd7e441177f294f8087fd2e5235762b4ed
4648,1,ba711a6a91313c93edd2e1a768af25beba6b64d7a3f77db6f9e19e73af216e1e
4647,1,f420553483fe9c51b4ed336715bc80a3c10119d3bbcc61dea6ed0d1137f2a7cb
4646,1,4e9fcc71560646f74714e1413d95b86139bd0633e51aa9ce56496bebcc16d149
4645,1,5a66ab19ff6d63c2bd331f0024b817959c07bed20797180411340f9cfc99040d
4644,1,fefa9560f63d2c9d76103f87ef887eaf2f4c2847472918ed55836c841cbe0f7d
4643,1,9063a20b5407cefba385b96cc226b60dc97c1560f35131f436e9ba3743fc1178
4642,1,2541e986fdd389463ee10086d0a5f9941b5da2eee3d2de2aac0b9a956d12407a
4641,1,a5e0f87281cd03a340b9c3d0d1796f9b4a5126fda51e83fe3703e2c7f5f61128
4640,1,071cb4966eceaba35c4c877bb513996cc3fcf19daff65d7560934ea2bdf6fb10
4639,1,66bafffbbddb80e0a304f9694a232dc94da4415f3f428cfce136c7cd41d15014
4638,1,4e45ab68d86a20375e03fa246b21cdda8151aed477c588e471462544c275072a
4637,1,d62b0ddd356fc2ff827fcc3296ed4a45ad75e131beef6be0cd9893ce3bea0bda
4636,1,e3f16b56458f48c9528df40677be53c9c0114e2b7dd4218aac884e2860f2ae8d
4635,1,c397f97f6496471d4c4e08545182072ae8d6824ea8455a73d4d9995cf437590e
4634,1,161f0e4c992ccffdc3f462b53ed1a950965dc8a97f51ca88fadeed070a38d3b7
4633,1,a3bb19576507dea84bf95fb1e42b355967b09e75ed6e6c125af190406c1147cf
4632,1,751622d9b4d5128a0b655191716fd858e351ad0400c2f2bebdd9526f95621cf8
4631,1,ec1468edd00195275165a27ee57865d35fda1b8d04470f204850b40d35dff95f
4630,1,54e88e321e2d4e3279e0503cf460301dc15f0f3693f0c0f78824bc9189cbd35e
4629,1,dce7f81e178e5215dfda2b944c8da4ee70fa80a1fdf4d73d3d45de608dcb1d11
4628,1,85f6370949d945e0d621b690569c10f6e1f6584446981bf03550309cdd67d57e
4627,1,54a23b6dc3a9fe9231d15e0b2184dc6f1f9732da97b1b0a2ad6d88918dbf241e
4626,1,e9951e581e2453d81ef8496d17b468dd87dfcacf0fc9212f6f78dc7baadfa3c6
4625,1,80a3def9491e7b5cecf968f7e64374d85b34cf336eb972ea730d8f91486f13c9
4624,1,305fc8953eeb0e07d747e3e7cffba58810be45712fd7f296b2e31e5fc399a4b5
4623,1,004904ce5bbe463cf7822bae5768964a709250b18e28713cc9f2e828d66f4740
4622,1,33ce448fbc62ebdbd6e9a5bda41614137d236d3739f87d34ca432af0efc4e1c8
4621,1,624f74789274734a8b4aae2bfd874e2dd33d6697a8c55ace7a018ed18ccb6b32
4620,1,e70f7c7de34279fadb3324d70373dde2876ec5def2a6d0db1fa220d82e3c9083
4619,1,ae32f9fb38fe0058a04494604cbc5b5a20ab74861e51a3f293348d12a8c6a76a
4618,1,b809a6c6e929e1099d4006a5b2711304b00b937d81a8925f26f6fa99cdfd2b2a
4617,1,9354cb430bbc75e656ae008156fe502e047639d8c628c82a1b0e5d8482a42ecb
4616,1,b032687ff974e255c5116a4f0626e7b564b5fda3f02080337122a241530e2263
4615,1,726329ad181c6caddccd215b73d8e60b1850b3b4f8b9bc0b2be8f514450d930e
4614,1,5b62257cf6532b0de91481d20bee49c5bacb39b2848db354f743e4f9a91de849
4613,1,ba0cdc0b163fcd46e6de3872edb29d52de238cbead8a74f2fe13692daf895a10
4612,1,12160c5e1939da7be819e5dc8e384150d2e0ad0f2af3389ee4e5fcc82837863c
4611,1,5006ffc3395a43d8be5a38eec39e8146f3c66f91c52364d2e8f41eaa1084709b
4610,1,d469e6c8d6b13b0585d4f908d6954af50755620162e43b87f624be3fc4c8703b
4609,1,89052e24929763ea3663763d2ccc7cc23437c28655f17713e7cf8e33fb23cb9d
4608,1,2fe98582a3ef82cba39da921dbfe6b3a76312c003687bf91c9c17c7dc7dfa0fd
4607,1,abe3127f3d204da945696e8850826c8358d5ecc20c7a5f55c070dc7687b41996
4606,1,1aa4a0b5f53325885d8c02cfdb60d4ac8c9e4a2e23fa6db9896f15011ea36027
4605,1,04459b93744d0ace38dc86ccba8d78ec8c01e586e73637b5bb8aaa7f4d6be30a
4604,1,969435b015e51aaa4a7f48b1cf0d4de0f80fe400351a1bf7369b49e260c73fe9
4603,1,fe33bf94c9c0cbaa74aa95e6798ae0660ca7d42e61c932a9895e7b10dfbef258
4602,1,ccc1feeab8f82aeb913340921ef84976cb6e334e21073f79b3728cdd7515fd8a
4601,1,8f316ca5f4cdf2292175ab5cf007ef25ddd46cc52772f6ac359fa368a5718150
4600,1,b28446d869173939260f23bafef86993766a9ebdbffa31db51918be32b4f03ac
4599,1,2b5790020d9ae2d8aa40bd1e56e53f8a685db05541898db477b92df8673c1b6b
4598,1,8994defc210d76e048ae36c59c88d6194de412d7a294216bc89d110049dcb632
4597,1,9df6619f9d5e98a16b8f4473424916f83412d18c374d101e2a1e51ade7d41317
4596,1,417770f242fe63743020aeb5be3625243ec95dd7862ea4fcca4d05b9e19d2b4e
4595,1,5a3b7945506685b5b284456a0d6db199ade1dcc91826e5918c638aa5c3612147
4594,1,1671ebc486f1660fff96b434ed079e506432bc14f96a500559ebb69b600fe03e
4593,1,453eef4dc9da39ee3765d5a2f496a38103b4f70a34eeb73d5d873ad449316eb7
4592,1,b3ea21e5a02258ea154bf1bcefdcbe9ec718c7657b7a4a1c945ccac817045c1f
4591,1,90731861c1a5930ed7af24a6016d5d8a961d1955e6fd6102ecadb9bccd9649ff
4590,1,b239ea3362f727b875bada66a7c7da7b9674906c50690009055a852e5206a493
4589,1,9ae38e735c880de3dc29450f3c603f8e48708ed9632e9ff3575f65da0655f1cd
4588,1,46ff2680bdb21cc687098957fd75dfb22e9fcfebeb3810339d6f50aaa0d80e96
4587,1,5215c0d899b272b505ad0b8bc7805f8146f21b8191bc8a160cfe97c6d198d8c2
4586,1,3c486012597f84e095c76b5d26d7feed6839d63ff1303d87de18b016d36e2d17
4585,1,ff172a8c219de75a53542d9d6052b72034d0692bbfa98e04496a1cf41a0dbfcd
4584,1,48d0388e9dcb16dcc398d9cfbbba32eeaabea5a9eeb186c8e7e3ae6152f1bad5
4583,1,172f9e6bbe600b53b0231fb9c1cb5983603b9797716c460d2c02c2334714f2de
4582,1,81e1eded04d90ff17876a5ea4c704edab4c50960eb398ef36c35b505d288157d
4581,1,6041288b118044c19dd1fc32fdf6f92f7c06dd35f7b5f198a465f1383d576bc2
4580,1,b860bcb844e54edbffed15240abcf8d1eb1a53c891f30cd93db311d741844133
4579,1,994d659aff6e263875d6e1791290f673ef046290c38398420a50a3d85650c69c
4578,1,2d4602c92b4210274a3b490b8254fcb4141e0bcbae18c73c87bdaa9dd675b9c7
4577,1,eb7c678bbed7b1f776f4282404dc38b66e87e08f5f10d2819f4e8fd695e010c4
4576,1,53cb17e8ea16d33def0bcc57c369e117daf92e3ce4ec05bf93210f1dd59473a6
4575,1,1b68c292738f54dab2490c29ca343578a7e1e9eadb3188bae33c7ba382bcbe7e
4574,1,b7189ac46f487dbd60bb959a571a5cbfa8b7801884a0fe371ca6a99b3f54350e
4573,1,f176c7aa208b9ca60691aee8fa739231c8d706c45ea39c2dc7aad549377001ef
4572,1,cd536d3d135504747df5d23aa4620ccd3734deb8adf431124a80bfcbff5130bb
4571,1,204e1a59b90916931b34bd3eab2c6de42866f9d9c6e7be8970ca6a2e155e97a2
4570,1,f4e742984ab2a19ee0c24ab6492772d58b0bd23caa3d25d426b926ca61148b00
4569,1,0f403c1b60cc46b4e65868d01ca04cc7fe9cc132bd79748f8b82feedc1af9ed6
4568,1,8581519f0fa83e90165ed6417550725b6ef4e5d39337d6dfcb44adb4854d6296
4567,1,0cdf1dac9d13537e35ccf5bde4cc49554b11c56af561f151f415a43ec187ea65
4566,1,a4a2a27a6849595b45b8d336ba1d17c0ab3dc263c95cdb9c305bcaf4909c4bae
4565,1,3a1297d8c24bbbccd6e7873f513ab75f7e0cd7f6149f5565e95db7f5c2e7d4d9
4564,1,7845dd1ed354c24a7e4aacecd163d420b10eedb389e1e43730da31a34da56169
4563,1,63a9128e7bcc0b786b7e36fb5d1824cdd3c68fd68c33591f5a9ca8b6650a641d
4562,1,35b7ff62d9e7fffe34054639dc1105409feebe72c2306389c5be5520fa6e745c
4561,1,5826a18e514e842881abbe4f3964d6306132767f0228ff41a27be45dc6f22dfd
4560,1,5bd63860f270ddde301229154c333892e2395746b165c45f89d94a9663d0067f
4559,1,18e0c9914e15818809d4597c0470daf2003f5eb561ed35dedc562e8a7a10276d
4558,1,f1cb9963cfc569af24f77a6336119511693df1f401f897f977475a24405cf25f
4557,1,009ed71141f6e8a038bc0d09b7ec8545db10773d528f34ed9c459ff6fc939f2c
4556,1,99dfd31911602015e70b0f5d2866eb23f3592bc3ecf107e95cdf111f7e00064f
4555,1,8ec567e339a567056a4760a2e7e5a79b6a51dc73e7bd600bcb7e8483c9ec5b19
4554,1,09687bac9fbeafd2d153c29114b6ae6dac475fde47ff38a55bef72a54f08685e
4553,1,e32b99d719749a871d8b482612dbdfda923b373b25afd08ea348c02c4f99d7df
4552,1,f594f4675a5683791e514562865c3fd99866a5e26fce4f3200386c88e85854e3
4551,1,4b8f7f7b8a8ee88f13ac81d0b14fe17758ef9bf82c90f1e4f4140d848a4315fa
4550,1,5acf2a32e5b13ab0b81c381a86f8832d10f39a996fbb4f4b9141e84c125140f2
4549,1,378cb123f84478584a98c54bbeedec9e33b49e5b20eb6dc3d831fc14578db7dc
4548,1,649f41d875abedec77b3d471f8ee130b76920f3caf552344eb02e79fe5eb097b
4547,1,a3c980eeedfa857069078252283007ca4c718545c399747847efe63a365b769e
4546,1,0c6a21c1d5846ff34f2861e86caae9be502441cd1716f1f81991bef21c35fac2
4545,1,99457264e6582ddfa4c046e98b1478a73f69a10f2e20d467e5bbb21efcf65923
4544,1,7109cebdcc5a5898cce38561a47ac1c33b5436e6c6c24a9dec2fe405f2ebe09c
4543,1,df2a764a98546a428e8d6685e86d67a20c785d61727d6b7a55ec969c1f9023bb
4542,1,667fb867fce0ae828fb376c5eb603f011b6236f83f43035e892664b166cd9265
4541,1,8327c046bbda9e9e36b054a0df0e0209a065ead187b5a54b853521d988fea1bd
4540,1,5769d23044f912bb64e7c9a4b618baa0a99b2d42cbecd09fc91b49433b3c8158
4539,1,f11cf35873c2a692fa9390398a2d920aa1fc0dede2c72296dd3e3157ce3dbd4f
4538,1,04e91d1a49467b3f8bad898286eccb144e3230f1ef37155dbd3066ff00651cbf
4537,1,3c68f4f71e18fa335895b52f71b043c9d73ec9e221cd320073ca14f3933d104e
4536,1,f8c19525dca65b2871cc7437edf4d4752f0602036f1dce065fc112353cb53ff9
4535,1,027734d18b49988c01b7f8f39d0fe668a3b8e36d5bdd0e707deec4b5022e5d7b
4534,1,54e9affebaafb6b6e6b9fc4079f2c15496d0aa57db8b18c3362d1362b8d99af6
4533,1,268540c72f9dc1e53faeb3762667de2431a08160043a79ca2ef19c74025aa987
4532,1,3c614d4a68ee4f0fca52385385176a07ac3ff102bc652e82bc864cb7938e9acf
4531,1,78e98714c6256babc7e4a08ea06f8385b8c0eba32a3f627de99912b0901bfc25
4530,1,52a3a62d1bfb4b3a1cc522caaae43cb3f9207353ee5a5c796b5d1b80d47da2d6
4529,1,b060d772a36de866d515c4c3669a41a2ec36d247cddd619a580d4a7491f03119
4528,1,2ef5e894a902fc3e31b5c8056436af8d1051f08deabe350b8b2a14b46cb17415
4527,1,30d79c66698a3a8f93d65711474eb12cd76d3a8bdbaebbc390f5a55648b0f4d0
4526,1,1ba4a1f987d7cedbe3cf328f90ab7b9a3fa7d7b725a507deb7006b41073f2266
4525,1,bffe97218b39fedf797e55709bab9599bae80bbdc3d7b82d607a6d1c2af1c757
4524,1,4000b2c7a0eb8078ba2a073913c422236de37d53cf6c3d39dbcf36ed5a9e3f1a
4523,1,d3fe38bac02c92475fe6cc9a4b4bbdfd640bbcd898f0387d3ad2705119f9c98c
4522,1,c250c0426a1c958e24c4118fb898bddcb54596c645e9d5e5a7e6fb5a854460e9
4521,1,97e6f6e6ae0dfe53b1db7e2c275f03d102dcdd28171f7dd223a25e0973410202
4520,1,61ef7299d0bae4ce93afcb4ba8ae765498983aad88e5621bd9c0ca4d21009b1e
4519,1,bba51ebdabde1c40dcd12fc4da9c9ae4fc588162e948f3cb56a7ddc4951ddfc4
4518,1,eb70dd2eefc4a04042a6b24fb4d6f03a16c73b8f329bbf5460f68c6d3336587c
4517,1,c695d35e6a4701c0737cccb5dbbc2793bf46e968c4661593c7ceb892da645429
4516,1,ed1f2361f8c0715dcfe4f493fc498d4496106b2730daf45882c39789c4502918
4515,1,71816aaa35798601d8b948cfb3e6adc875dabb664de51126517de4d1e5e6b096
4514,1,056fd4d7e299181098e02a3bb89f0012b017daa02c211091bc6800b646f97622
4513,1,b48beb7c59a4e74a29f50fc01276823be45a823bdb013326173d3fb136e4944d
4512,1,4216f64ab293dc9e32e546df732f9fc2e22398c3ae5647bf8571dc63ccac7dfe
4511,1,31b26e291205426ac1aca231c37acc7a9fdb5f2b5b4bb32c14b76edc96fd6c49
4510,1,ea57322fbe7879f39ba809641d4210565cfa0b2d6053d9c8be0e62a68498a3e6
4509,1,fd65cb80847219596d4194ff18f0dd98ef91f06e97122c1fecc813bbd81fe7d6
4508,1,0144d19bb82789179740cfa826656563035fbeae486f518c70ba6e7c331cdc1e
4507,1,f11f9aedd253eb3800aebaeb2a8af354c5a78d4501a33ebdc7f5d94dcc70aed7
4506,1,2086b876fcb720207a9b683d5fa785038ba5dec053aff2473ff88c88b209422e
4505,1,28dd64d72f2fb83210a84b98310a306b8015da047f4d155046d0cd1da737c71d
4504,1,c81835815f2bdc70d50a459b0a64e0f07af83b3a2c483804530e998cfe86da4e
4503,1,6418e66f8344a7a2b6c201512ff6ec06f33a0231d20babb4e28fac9912820a8c
4502,1,8c1d9c1265be469260f30b3966fdb3b55cbb7eec9bb2695dbe6e5608afc2c97e
4501,1,33ad335fc14f8b854d4acdbce088330e0856138173b0b904a0121d95255613de
4500,1,9eabf444d7355131e2c1a2316d4af1796734171c3369a93337126fd044ccad2e
4499,1,b7bd8c1bfc8e9adf331b30f9de95b77f1156bef124aaedf90ebd4e357b161693
4498,1,57bb5bd6d13f5d3b922440cf640416876af9bfd7abfe4eeccd9c18de590066ee
4497,1,f91ded8b129feaafd7f68355a66e6e061ec6bfcd1fe69917268f9e1470e4d542
4496,1,b8a7d67466ce15918e2b610bdbdb528625e98506ade4f0a134810cc076862b45
4495,1,70e782546e48e67366b5bafd9748336b3c95cf170e1d25c1f59aa8501ad7792a
4494,1,84900fe1354e695add7752cd56716e2ec4a59d53f67923b444a032c495119d74
