name,price,approximation,market_ID
Madeta Lipánek Maxi vanilka-kakao 130g,1.19 €,0,1
Tami Maškrtko Maxi čokoláda 125 g,0.65 €,0,1
Tami Maškrtko Maxi vanilka 125 g,0.65 €,0,1
Tami Dráčik Bezlaktózový vanilka 80 g,0.79 €,0,1
Mlékárna Kunín Termix tvarohový dezert s príchuťou vanilky 90 g,0.33 €,0,1
Nika Termix do vrecka kakaový 80 g,0.99 €,0,1
Tami Paťa XXL termizovaná tvarohovo smotanová pena kakaová 100 g,0.99 €,0,1
BILLA Termix kakaový 90g,0.32 €,0,1
BILLA Puding čokoláda-vanilka,0.59 €,0,1
BILLA Termix vanilkový 90g,0.32 €,0,1
Olma Míša Tvarohový mls 130 g,0.99 €,0,1
Milko Maťko kakaový tvarohový krém 130 g,0.59 €,0,1
Milko Maťko vanilkový tvarohový krém 130 g,0.59 €,0,1
Zott Monte Maxi mliečny dezert čokoládový s lieskovými orieškami 4 x 100 g (400 g),1.59 €,0,1
Chlebíček s kúskami čokolády 400g,2.05 €,0,1
Bona Vita Active Kváskový knäckebrot s tekvicovými semienkami a syrom 180 g,3.39 €,0,1
Racio Knäckebrot ražný s vysokým obsahom vlákniny 250 g,1.89 €,0,1
Racio Knäckebrot celozrnný ražný 250 g,1.99 €,0,1
Bona Vita Active Mini knäckebrot tekvica a syr 100g,2.39 €,0,1
Bona Vita Active Kváskový miniknäckebrot s paradajkami a syrom 100 g,2.39 €,0,1
Maces bezkvasové pečivo 500g,4.49 €,0,1
Mini maces 40g,1.05 €,0,1
Bona Vita Active Krehké rožteky s celozrnnou múkou 250 g,2.05 €,0,1
Bonavita krehké plátky grahamové 70g,0.69 €,0,1
Bona Vita Active Bio Knäckebrot kváskový s celozrnnou špaldovou múkou a semienkami slnečnice 110 g,2.39 €,0,1
Bona Vita Active Krehké rožteky so špaldovou múkou 250 g,2.29 €,0,1
Vepy Špaldové placky 100 g,1.79 €,0,1
Vepy Kukuričné placky 100 g,1.69 €,0,1
BILLA Sucháre 250g,3.15 €,0,1
Bona Vita Active Pšenično-ražný krehký suchár 180 g,1.69 €,0,1
Bona Vita Active Krehký suchár s celozrnnou múkou 180 g,1.69 €,0,1
Marlenka Medová torta s vlašskými orechmi 800 g,13.49 €,0,1
Marlenka Medová torta s kakaom 800 g,13.49 €,0,1
Marlenka Medové guličky 235 g,4.49 €,0,1
Marlenka Medové guličky s kakaom 235 g,4.49 €,0,1
Marlenka Napoleonky 6 ks 300 g,5.99 €,0,1
Bábovka mramorová 400g,1.99 €,0,1
BILLA Tiramisu torta 400g,2.99 €,0,1
Dobošové rezy 400g,4.99 €,0,1
KOKOSKY PLNENÉ 200G  ERVIN,2.59 €,0,1
Grilážky 210g,3.19 €,0,1
Dr. Oetker Krtkova torta 435 g,3.69 €,0,1
BILLA Oškvarková nátierka 140g,1.99 €,0,1
BILLA Tuniaková nátierka 140g,1.99 €,0,1
Family nátierka 160g,2.29 €,0,1
Cesnaková nátierka 160g,2.29 €,0,1
Šmak Nátierka šmak 130g,1.49 €,0,1
Šmak Nátierka vajcová 130g,1.49 €,0,1
Šmak Nátierka cesnakovo-syrová 144g,1.49 €,0,1
Mecom Francúzska nátierka 300 g,1.55 €,0,1
Tauris Miško šunková pena s pažítkou 100 g,1.19 €,0,1
Tauris Maťko šunková pena 100 g,1.19 €,0,1
Ryba Košice More Zdravia Sleďové očká v oleji s kapiou 150 g,2.99 €,0,1
Ryba Košice Sleďové očká v oleji s olivou 150 g,2.99 €,0,1
BILLA Papričky plnené ovčím syrom 140g,3.49 €,0,1
Pribináček Tyčinka s tvarohom a kakaovou polevou 38 g,0.69 €,0,1
BILLA Milk snack med 28g,0.49 €,0,1
BILLA Milk snack kakao 30g,0.49 €,0,1
Zott Monte Snack 29 g,0.39 €,0,1
Zott Monte Snack White 29 g,0.39 €,0,1
Billa Premium Chocolate Dessert 60G,1.29 €,0,1
Billa Premium Tiramisu 2X90G,1.99 €,0,1
BILLA BIO Kokosový dezert natural 140g,1.29 €,0,1
Alpro Sójový dezert s vanilkovou príchuťou 125 g,0.85 €,0,1
Alpro Sójový dezert s čokoládovou príchuťou 125 g,0.85 €,0,1
BILLA BIO Kokosový dezert mango 140g,1.29 €,0,1
Zvolenský Smotanový jogurt jahoda 145 g,0.37 €,0,1
Zvolenský Smotanový jogurt čokoláda 145 g,0.37 €,0,1
Zvolenský Smotanový jogurt čučoriedka 145 g,0.37 €,0,1
Zvolenský Smotanový jogurt stracciatella 145 g,0.37 €,0,1
Zvolenský Smotanový jogurt vanilka 145 g,0.37 €,0,1
Rajo Mňam Smotanový jogurt jahoda 145 g,0.65 €,0,1
Rajo Mňam Smotanový jogurt čokoláda 145 g,0.65 €,0,1
Rajo Mňam Smotanový jogurt čučoriedka 145 g,0.65 €,0,1
Rajo Probia Nature Vanilka Bourbon 135 g,0.45 €,0,1
Rajo Probia Nature Jahoda 135 g,0.45 €,0,1
Rajo Active Protein Grécky typ jogurtu jahoda 150 g,0.99 €,0,1
Rajo Vegan dezert mango-maracuja 135 g,1.39 €,0,1
Rajo Vegan dezert višňa-čierna ríbezľa 135 g,1.39 €,0,1
Rajo Lakto Free Smotanový jogurt čokoláda 145 g,0.69 €,0,1
Rajo Lakto Free Smotanový jogurt jahoda 145 g,0.69 €,0,1
Rajo Lakto Free Smotanový jogurt vanilka 145 g,0.69 €,0,1
Rajo Lakto Free Smotanový jogurt čučoriedka 145 g,0.69 €,0,1
Milsy Bánovecký smotanový jogurt jahoda 145 g,0.37 €,0,1
Milsy Bánovecký smotanový jogurt čokoláda 145 g,0.37 €,0,1
Milsy Bánovecký smotanový jogurt vanilka 145 g,0.37 €,0,1
Fantasia jogurt s mliečnou čokoládou 110 g,0.99 €,0,1
Fantasia jogurt s čokoládovými guľôčkami 100 g,0.99 €,0,1
Fantasia Jogurt s čokovločkami 102g,0.99 €,0,1
Fantasia Jahoda 122 g,0.99 €,0,1
Gašparík Kačacia pečeňová paštéta 140 g,1.99 €,0,1
Gašparík Pečeňová paštéta 140 g,1.99 €,0,1
Gašparík Husacia pečeňová paštéta 140 g,1.99 €,0,1
Bravčová paštéta s brusnicami 125g,2.29 €,0,1
Paštéta z bravčovej pečene 125g,1.79 €,0,1
Gašparík Husacia pečeň v husacej masti 140 g,3.59 €,0,1
Gašparík Kačacia pečeň v kačacej masti 140 g,3.55 €,0,1
Tatrakon Tatárska zmes 110 g,1.59 €,0,1
Tatrakon Pali Pikantná pochúťka 75 g,0.89 €,0,1
Rajo Tvaroh jemný hrudkovitý 250 g,1.39 €,0,1
Rajo Tvaroh odtučnený hrudkovitý 180 g,1.65 €,0,1
Babička Tvaroh mäkký hrudkovitý 250 g,1.49 €,0,1
Babička Tvaroh mäkký hrudkovitý 500 g,2.79 €,0,1
Babička Tvaroh tučný hrudkovitý delaktózovaný 250 g,2.39 €,0,1
Milko Tvaroh odtučnený 250g,0.85 €,0,1
Milko Tvaroh polotučný 250g,1.29 €,0,1
BILLA Tvaroh tučný hrudkovitý 250g,1.09 €,0,1
BILLA Bio Tvaroh odtučnený 250g,1.29 €,0,1
Tami Tvaroh 200 g,1.09 €,0,1
Clever Tvaroh tučný 250g,1.09 €,0,1
Rajo Ochutený tvaroh hrozienka a vanilka 250 g,1.89 €,0,1
Rajo Fit tvaroh jablko-mrkva 200 g,1.19 €,0,1
Rajo Fit tvaroh mango mrkva pomaranč 200 g,1.19 €,0,1
Rajo Ochutený tvaroh jablko a škorica 250 g,1.29 €,0,1
Rajo Active Protein Tvaroh horká čokoláda 200 g,2.05 €,0,1
Liptov Bryndza 125g,1.99 €,0,1
BILLA Plnotučná Bryndza 250g,3.19 €,0,1
Clever Bryndza 125g,1.49 €,0,1
Rajo Cottage Cheese biely 180 g,0.99 €,0,1
Rajo Cottage Cheese pažítka 180 g,0.99 €,0,1
Rajo Cottage Cheese chilli 180 g,0.99 €,0,1
Rajo Cottage Cheese Yummy vanilka 180 g,0.99 €,0,1
BILLA Cottage cheese chilli 180g,1.29 €,0,1
BILLA Cottage cheese pažítka 200g,1.29 €,0,1
Clever Cottage cheese natural 200g,0.89 €,0,1
Jav Škvarená bravčová masť 500 g,2.49 €,0,1
Clever Bravčová masť 250g,1.29 €,0,1
Jav Husacia masť 150 g,1.55 €,0,1
Jav Mleté bravčové oškvarky 250 g,2.59 €,0,1
Milsy Bánovecká nátierka tradičná natur 200 g,0.99 €,0,1
Milsy Bánovecká nátierka s jogurtom a vlákninou 200 g,0.99 €,0,1
Lučina Svěží 180 g,1.99 €,0,1
Lučina Svěží 120 g,1.99 €,0,1
Lučina S pažítkou 120 g,1.99 €,0,1
Lučina Nadýchaná so smotanou 140 g,2.29 €,0,1
Lučina Šalátová jemne slaná 150 g,2.65 €,0,1
Rajo Ľahšie roztierateľné maslo 225 g,2.69 €,0,1
BILLA Čerstvý syr bylinky 200g,1.75 €,0,1
Karička Chutná smotanová nátierka s pažítkou 120 g,1.89 €,0,1
Karička Chutná smotanová nátierka čistá 120 g,1.89 €,0,1
Karička Chutná smotanová nátierka s cesnakom a cibuľkou 120 g,1.89 €,0,1
Tami Enciánka nátierka 150 g,1.49 €,0,1
Nika Nátierka 130 g,1.69 €,0,1
Nika Nátierka 130 g,1.69 €,0,1
Lunter Škvarková rastlinná nátierka 100 g,0.99 €,0,1
Lunter Mexická rastlinná nátierka 100 g,0.99 €,0,1
Lunter Francúzska rastlinná nátierka 100 g,0.99 €,0,1
Lunter Cícerová rastlinná nátierka 100 g,0.99 €,0,1
Lunter Tofu krémová nátierka pažítková 140 g,1.69 €,0,1
Lunter Tofu šqvarková nátierka premium 150 g,1.59 €,0,1
Nurishh Nátierka s príchuťou cesnak a bylinky 130 g,2.19 €,0,1
Nurishh Vegánska potravinová špecialita 130 g,2.19 €,0,1
Taverna Hummus oriental 200g,2.49 €,0,1
BILLA Smotana na šľahanie 33% 200g,1.09 €,0,1
Rajo Smotana na šľahanie 33% 250 ml,1.79 €,0,1
Rajo Smotana na šľahanie 30 % 250 ml,1.49 €,0,1
Rajo Smotana na šľahanie 33% 180 ml,1.39 €,0,1
Tami Trvanlivá smotana na šľahanie 250 ml,1.59 €,0,1
Clever Smotana na šľahanie 30% 250ml,1.39 €,0,1
Rajo Lakto Free Smotana na šľahanie 30% 200 ml,2.19 €,0,1
BILLA Smotana na varenie 12% 200g,0.59 €,0,1
Rajo Smotana na varenie 10% 180 ml,0.99 €,0,1
Rajo Smotana na varenie 10 % 250 ml,1.39 €,0,1
Rajo Smotana na varenie 10 % 500 ml,2.19 €,0,1
Kunín smotana na varenie 12% 375g,1.09 €,0,1
Clever Smotana na varenie 10% 500ml,1.49 €,0,1
Rajo Lakto Free Bezlaktózová smotana na varenie 10% 200 ml,1.25 €,0,1
Alpro sójová alternatíva smotany na varenie 250 ml,1.99 €,0,1
Rajo Vegan Krém na varenie 15% 250 ml,1.35 €,0,1
BILLA Smotana kyslá 16% 200g,0.75 €,0,1
Rajo Smotana pochúťková kyslá 14 % 180 g,0.69 €,0,1
Rajo Smotana pochúťková kyslá 14% 250 g,1.39 €,0,1
Rajo Smotana pochúťková kyslá 14 % 375 g,1.85 €,0,1
Agro Tami Nitrianska smotana kyslá 16 % 175 g,0.79 €,0,1
Babička Smotana pochúťková kyslá 14 % 200 g,0.69 €,0,1
Milsy Smotana pochúťková kyslá 16% 200 g,0.59 €,0,1
Babička Smotana kyslá 14 % Delakto 200 g,1.09 €,0,1
Hellmann's Majolenka originál 210 ml,1.49 €,0,1
Doma Bezvaječná mayo omáčka vegan 225 g,1.79 €,0,1
Hellmann's Tatárska omáčka 405 ml,4.09 €,0,1
Hellmann's Tatárska omáčka delikátna 405 ml,2.79 €,0,1
Hellmann's Tatárska omáčka 210 ml,1.49 €,0,1
Doma Bezvaječná tatárska omáčka vegan 225 g,1.79 €,0,1
Doma Tatarská omáčka premium 250ml,1.75 €,0,1
Doma Tatárska omáčka 270g,1.69 €,0,1
Clever Tatárska omáčka 380ml,1.99 €,0,1
Šmak Tatárska omáčka 400ml,2.49 €,0,1
Tatra Piknik Zahustené sladené mlieko 150 g,1.59 €,0,1
Tatra Piknik Zahustené sladené mlieko 75 g,1.29 €,0,1
Tatra Pikao Sladené zahustené mlieko kakaové 150 g,1.59 €,0,1
Tatra Pikao Sladené zahustené mlieko kakaové 75 g,1.29 €,0,1
Tatra Jesenka Zahustená sladená smotana 75 g,1.29 €,0,1
